id,source_numeric_id,chinese_name,pinyin,english_name
SMTS01278,1278,小便频急,Xiao Bian Pin Ji,Frequent and urgent urination
SMTS01279,1279,小便频数,Xiao Bian Pin Shu,Frequent urination
SMTS01280,1280,小便频数短涩,Xiao Bian Pin Shu Duan Se,"Frequent urination, short and astringent urine"
SMTS01281,1281,小便清长,Xiao Bian Qing Chang,long and clear urine
SMTS01282,1282,小便热,Xiao Bian Re,Urinary fever
SMTS01283,1283,小便涩痛,Xiao Bian Se Tong,astringent and painful urination
SMTS01284,1284,小便痛,Xiao Bian Tong,painful urination
SMTS01285,1285,小儿顿咳,Xiao Er Dun Ke,Cough in children
SMTS01286,1286,小儿多汗,Xiao Er Duo Han,excessive sweating in children
SMTS01287,1287,小儿疳积发热,Xiao Er Gan Ji Fa Re,infantile malnutrition and fever
SMTS01289,1289,小儿高热,Xiao Er Gao Re,high fever in children
SMTS01290,1290,小儿行迟,Xiao Er Xing Chi,Infantile Delay
SMTS01291,1291,小儿积滞化热,Xiao Er Ji Zhi Hua Re,stagnation of heat in children
SMTS01292,1292,小儿急惊,Xiao Er Ji Liang,panic in children
SMTS01293,1293,小儿急热惊风,Xiao Er Ji Re Liang Feng,acute fever and convulsions in children
SMTS01294,1294,小儿秋季腹泻,Xiao Er Qiu Ji Fu Xie,diarrhea in children in autumn
SMTS01295,1295,小儿饮食积滞,Xiao Er Yin Shi Ji Zhi,food stagnation in children
SMTS01296,1296,小腹拘急,Xiao Fu Ju Ji,Tension in the lower abdomen
SMTS01297,1297,小腹冷痛,Xiao Fu Leng Tong,cold pain in lower abdomen
SMTS01298,1298,小腹两侧胀痛,Xiao Fu Liang Ce Zhang Tong,distension and pain on both sides of lower abdomen
SMTS01299,1299,小腹满,Xiao Fu Man,fullness in lower abdomen
SMTS01300,1300,小腹疼痛,Xiao Fu Teng Tong,lower abdominal pain
SMTS01301,1301,小腹痛,Xiao Fu Tong,lower abdominal pain
SMTS01302,1302,小腹喜热,Xiao Fu Xi Re,Feeling hot in the lower abdomen
SMTS01303,1303,小腹下坠,Xiao Fu Xia Zhui,Lower abdominal drop
SMTS01304,1304,小腹隐痛,Xiao Fu Yin Tong,Dull pain in lower abdomen
SMTS01305,1305,小腹胀,Xiao Fu Zhang,abdominal distension
SMTS01306,1306,小腹胀痛,Xiao Fu Zhang Tong,lower abdominal distension and pain
SMTS01307,1307,小腹坠痛,Xiao Fu Zhui Tong,lower abdominal pain
SMTS01308,1308,小腹坠胀,Xiao Fu Zhui Zhang,distension in the lower abdomen
SMTS01309,1309,哮喘,Xiao Chuan,Asthma
SMTS01310,1310,胁肋不舒,Xie Lei Bu Shu,Discomfort in the flanks
SMTS01311,1311,胁肋部疼痛,Xie Lei Bu Teng Tong,Pain in the flanks and ribs
SMTS01312,1312,胁肋刺痛,Xie Lei Ci Tong,Tingling pain in the flanks
SMTS01313,1313,胁肋疼痛,Xie Lei Teng Tong,flank pain
SMTS01314,1314,胁肋隐痛,Xie Lei Yin Tong,Dull pain in the hypochondrium
SMTS01315,1315,胁肋胀痛,Xie Lei Zhang Tong,distended ribs and pain
SMTS01316,1316,胁痛,Xie Tong,hypochondriac pain
SMTS01317,1317,胁下痞块,Xie Xia Pi Kuai,lumps under the ribs
SMTS01318,1318,泄泻,Xie Xie,diarrhea
SMTS01319,1319,泄泻急迫,Xie Xie Ji Po,Urgent diarrhea
SMTS01320,1320,泻而不爽,Xie Er Bu Shuang,diarrhea and discomfort
SMTS01323,1323,心暴痛,Xin Bao Tong,heart attack and pain
SMTS01324,1324,心烦,Xin Fan,upset
SMTS01325,1325,心烦不寐,Xin Fan Bu Mei,upset and insomnia
SMTS01326,1326,心烦不宁,Xin Fan Bu Ning,Restlessness
SMTS01327,1327,心烦难寐,Xin Fan Nan Mei,upset and difficulty sleeping
SMTS01328,1328,心烦喜呕,Xin Fan Xi Ou,"upset, nausea and vomiting"
SMTS01329,1329,心腹刺痛,Xin Fu Ci Tong,Pain in the heart and abdomen
SMTS01330,1330,心腹冷痛,Xin Fu Leng Tong,Coldness and pain in the heart and abdomen
SMTS01331,1331,心慌,Xin Huang,palpitation
SMTS01333,1333,心悸,Xin Ji,palpitations
SMTS01334,1334,心悸不安,Xin Ji Bu An,palpitation and restlessness
SMTS01335,1335,心悸不宁,Xin Ji Bu Ning,palpitation and restlessness
SMTS01336,1336,心绞痛,Xin Jiao Tong,angina pectoris
SMTS01339,1339,心气痛,Xin Qi Tong,Heart Qi pain
SMTS01340,1340,心气虚损,Xin Qi Xu Sun,Heart Qi deficiency
SMTS01341,1341,心前区刺痛,Xin Qian Qu Ci Tong,tingling in the precordium
SMTS01342,1342,心前区剌痛,Xin Qian Qu La Tong,Precordial pain
SMTS01343,1343,心前区疼痛,Xin Qian Qu Teng Tong,Precordial pain
SMTS01344,1344,心神不安,Xin Shen Bu An,uneasiness
SMTS01345,1345,心神不宁,Xin Shen Bu Ning,Restlessness
SMTS01346,1346,心痛,Xin Tong,Heartache
SMTS01347,1347,心下痞硬,Xin Xia Pi Ying,Hard heart
SMTS01348,1348,心胸烦热,Xin Xiong Fan Re,irritability and heat in the chest and chest
SMTS01349,1349,心血不足,Xin Xie Bu Zu,insufficient heart-blood flow
SMTS01350,1350,新旧瘀痛,Xin Jiu Yu Tong,new and old blood stasis and pain
SMTS01351,1351,形寒,Xing Han,Cold form
SMTS01352,1352,形瘦,Xing Shou,Thin appearance
SMTS01353,1353,形体肥胖,Xing Ti Fei Pang,body obesity
SMTS01354,1354,形体消瘦,Xing Ti Xiao Shou,weight loss
SMTS01356,1356,性功能衰退,Xing Gong Neng Shuai Tui,sexual function decline
SMTS01357,1357,性功能障碍,Xing Gong Neng Zhang Ai,Sexual Dysfunction
SMTS01358,1358,性冷淡,Xing Leng Dan,frigidity
SMTS01359,1359,性欲减退,Xing Yu Jian Tui,loss of sexual desire
SMTS01360,1360,胸痹,Xiong Bi,Chest Bi
SMTS01361,1361,胸痹作痛,Xiong Bi Zuo Tong,chest pain
SMTS01362,1362,胸部憋闷,Xiong Bu Bie Men,chest tightness
SMTS01363,1363,胸部刺痛,Xiong Bu Ci Tong,Tingling in the chest
SMTS01364,1364,胸部闷痛,Xiong Bu Men Tong,Chest tightness and pain
SMTS01365,1365,胸部疼痛,Xiong Bu Teng Tong,Chest Pain
SMTS01366,1366,胸腹刺痛,Xiong Fu Ci Tong,tingling in the chest and abdomen
SMTS01367,1367,胸腹积水,Xiong Fu Ji Shui,hydrops in chest and abdomen
SMTS01368,1368,胸腹冷痛,Xiong Fu Leng Tong,cold pain in chest and abdomen
SMTS01369,1369,胸腹满闷,Xiong Fu Man Men,chest and abdominal fullness and tightness
SMTS01370,1370,胸腹闷胀,Xiong Fu Men Zhang,Chest and abdominal distention
SMTS01371,1371,胸腹水肿,Xiong Fu Shui Zhong,chest and abdominal edema
SMTS01372,1372,胸腹疼痛,Xiong Fu Teng Tong,Chest and abdominal pain
SMTS01373,1373,胸腹胀满,Xiong Fu Zhang Man,distension of chest and abdomen
SMTS01374,1374,胸腹胀闷,Xiong Fu Zhang Men,Chest and abdominal distension and tightness
SMTS01375,1375,胸腹胀痛,Xiong Fu Zhang Tong,Chest and abdominal distension and pain
SMTS01376,1376,胸膈不利,Xiong Ge Bu Li,Chest and diaphragm discomfort
SMTS01377,1377,胸膈满闷,Xiong Ge Man Men,chest and diaphragm fullness and tightness
SMTS01378,1378,胸膈痞满,Xiong Ge Pi Man,chest and diaphragm fullness
SMTS01379,1379,胸膈痞闷,Xiong Ge Pi Men,Chest and diaphragm tightness
SMTS01380,1380,胸膈痞塞,Xiong Ge Pi Sai,Chest and diaphragm congestion
SMTS01381,1381,胸膈胀满,Xiong Ge Zhang Man,distension of chest and diaphragm
SMTS01382,1382,胸满,Xiong Man,chest fullness
SMTS01383,1383,胸满郁闷,Xiong Man Yu Men,Chest fullness and depression
SMTS01384,1384,胸闷,Xiong Men,Chest tightness
SMTS01385,1385,胸闷不畅,Xiong Men Bu Chang,Chest tightness
SMTS01386,1386,胸闷不适,Xiong Men Bu Shi,Chest tightness and discomfort
SMTS01387,1387,胸闷不舒,Xiong Men Bu Shu,Chest tightness and discomfort
SMTS01388,1388,胸闷作痛,Xiong Men Zuo Tong,Chest tightness and pain
SMTS01389,1389,胸痞,Xiong Pi,chest pain
SMTS01390,1390,胸热,Xiong Re,Chest fever
SMTS01391,1391,胸痛,Xiong Tong,chest pain
SMTS01392,1392,胸痛彻背,Xiong Tong Che Bei,Chest pain all over the back
SMTS01393,1393,胸脘满闷,Xiong Guan Man Men,chest and epigastrium fullness and tightness
SMTS01394,1394,胸脘痞闷,Xiong Guan Pi Men,chest and epigastrium tightness
SMTS01395,1395,胸脘胀满,Xiong Guan Zhang Man,chest fullness
SMTS01396,1396,胸脘胀闷,Xiong Guan Zhang Men,chest and epigastrium distension and tightness
SMTS01397,1397,胸胁刺痛,Xiong Xie Ci Tong,Tingling pain in the chest and hypochondrium
SMTS01398,1398,胸胁挫伤,Xiong Xie Cuo Shang,chest and hypochondrium contusion
SMTS01399,1399,胸胁苦满,Xiong Xie Ku Man,bitter fullness in the chest and hypochondrium
SMTS01400,1400,胸胁剌痛,Xiong Xie La Tong,stabbing pain in chest and hypochondrium
SMTS01401,1401,胸胁闷痛,Xiong Xie Men Tong,Chest and hypochondrium pain
SMTS01402,1402,胸胁痞闷,Xiong Xie Pi Men,chest and hypochondrium tightness
SMTS01403,1403,胸胁气滞,Xiong Xie Qi Zhi,Qi stagnation in the chest and hypochondrium
SMTS01404,1404,胸胁疼痛,Xiong Xie Teng Tong,chest and hypochondrium pain
SMTS01405,1405,胸胁痛,Xiong Xie Tong,chest and hypochondriac pain
SMTS01406,1406,胸胁隐痛,Xiong Xie Yin Tong,Dull pain in chest and hypochondrium
SMTS01407,1407,胸胁胀,Xiong Xie Zhang,distension of chest and hypochondrium
SMTS01408,1408,胸胁胀满,Xiong Xie Zhang Man,fullness in the chest and hypochondrium
SMTS01409,1409,胸胁胀闷,Xiong Xie Zhang Men,distension and tightness in the chest and hypochondrium
SMTS01410,1410,胸胁胀痛,Xiong Xie Zhang Tong,chest and hypochondrium pain
SMTS01411,1411,胸胁作痛,Xiong Xie Zuo Tong,chest and hypochondrium pain
SMTS01412,1412,胸胀满,Xiong Zhang Man,chest fullness
SMTS01413,1413,胸胀痛,Xiong Zhang Tong,Chest swelling and pain
SMTS01414,1414,胸中憋闷,Xiong Zhong Bie Men,tightness in the chest
SMTS01415,1415,胸中满闷,Xiong Zhong Man Men,Fullness and tightness in the chest
SMTS01416,1416,胸中闷热,Xiong Zhong Men Re,hot and stuffy chest
SMTS01417,1417,胸中闷痛,Xiong Zhong Men Tong,chest pain
SMTS01418,1418,羞明,Xiu Ming,Shame
SMTS01419,1419,羞明多眵,Xiu Ming Duo Chi,"Shame, Ming and Duohuan"
SMTS01420,1420,羞明流泪,Xiu Ming Liu Lei,Shyness and tears
SMTS01421,1421,羞明畏光,Xiu Ming Wei Guang,shyness and photophobia
SMTS01422,1422,嗅觉不灵,Xiu Jue Bu Ling,poor sense of smell
SMTS01423,1423,嗅觉迟钝,Xiu Jue Chi Dun,Dull sense of smell
SMTS01424,1424,嗅觉失灵,Xiu Jue Shi Ling,loss of sense of smell
SMTS01425,1425,须发早白,Xu Fa Zao Bai,premature graying of beard and hair
SMTS01426,1426,虚喘,Xu Chuan,Asthenia and asthma
SMTS01427,1427,虚烦,Xu Fan,Deficiency and Trouble
SMTS01428,1428,虚烦不眠,Xu Fan Bu Mian,Tiredness and insomnia
SMTS01429,1429,虚寒,Xu Han,Deficiency and cold
SMTS01430,1430,虚寒性出血,Xu Han Xing Chu Xie,Bleeding due to deficiency and cold
SMTS01431,1431,虚劳,Xu Lao,Consumption
SMTS01432,1432,虚劳久咳,Xu Lao Jiu Ke,chronic cough due to fatigue
SMTS01433,1433,虚劳咳喘,Xu Lao Ke Chuan,Cough and asthma due to fatigue
SMTS01434,1434,虚劳咳嗽,Xu Lao Ke Sou,Asthenia and cough
SMTS01435,1435,虚热,Xu Re,Deficiency heat
SMTS01436,1436,虚热不退,Xu Re Bu Tui,Deficient heat that persists
SMTS01437,1437,虚脱,Xu Tuo,collapse
SMTS01438,1438,虚泻,Xu Xie,Deficiency and diarrhea
SMTS01439,1439,眩晕,Xuan Yun,dizziness
SMTS01440,1440,血便,Xie Bian,bloody stool
SMTS01441,1441,血管神经性头痛,Xie Guan Shen Jing Xing Tou Tong,vaso-neuropathic headache
SMTS01443,1443,血淋,Xie Lin,bloody stranguria
SMTS01444,1444,血尿,Xie Niao,hematuria
SMTS01445,1445,血热,Xie Re,blood heat
SMTS01446,1446,血热吐紐,Xie Re Tu Niu,blood heat and vomiting
SMTS01447,1447,血热吐衄,Xie Re Tu Nv,blood heat and vomiting
SMTS01451,1451,血瘀,Xie Yu,blood stasis
SMTS01453,1453,血肿疼痛,Xie Zhong Teng Tong,hematoma pain
SMTS01454,1454,牙齿松动,Ya Chi Song Dong,loose teeth
SMTS01455,1455,牙关紧闭,Ya Guan Jin Bi,Trismus
SMTS01456,1456,牙疼,Ya Teng,toothache
SMTS01457,1457,牙痛,Ya Tong,toothache
SMTS01458,1458,牙龈出血,Ya Ken Chu Xie,Bleeding gums
SMTS01459,1459,牙龈红肿,Ya Ken Hong Zhong,red and swollen gums
SMTS01460,1460,牙龈痛,Ya Ken Tong,gum pain
SMTS01461,1461,牙龈肿,Ya Ken Zhong,swollen gums
SMTS01462,1462,牙龈肿痛,Ya Ken Zhong Tong,gum swelling and pain
SMTS01463,1463,牙龈肿胀,Ya Ken Zhong Zhang,gum swelling
SMTS01464,1464,咽部不适,Yan Bu Bu Shi,Pharyngeal discomfort
SMTS01465,1465,咽部充血,Yan Bu Chong Xie,Throat congestion
SMTS01466,1466,咽部红,Yan Bu Hong,red throat
SMTS01467,1467,咽部红肿,Yan Bu Hong Zhong,pharyngeal redness and swelling
SMTS01468,1468,咽部肿,Yan Bu Zhong,pharyngeal swelling
SMTS01469,1469,咽部肿痛,Yan Bu Zhong Tong,pharyngeal swelling and pain
SMTS01470,1470,咽干,Yan Gan,dry throat
SMTS01471,1471,咽干喉痛,Yan Gan Hou Tong,dry throat and sore throat
SMTS01472,1472,咽干燥,Yan Gan Zao,Dry throat
SMTS01473,1473,咽干灼热,Yan Gan Zhuo Re,dry and burning throat
SMTS01474,1474,咽膈不利,Yan Ge Bu Li,Unfavorable throat and diaphragm
SMTS01475,1475,咽红,Yan Hong,red throat
SMTS01476,1476,咽红肿痛,Yan Hong Zhong Tong,"sore throat, redness, swelling and pain"
SMTS01477,1477,咽喉不利,Yan Hou Bu Li,Sore throat
SMTS01478,1478,咽喉干,Yan Hou Gan,dry throat
SMTS01479,1479,咽喉干燥,Yan Hou Gan Zao,Dry throat
SMTS01480,1480,咽喉红肿,Yan Hou Hong Zhong,Throat redness and swelling
SMTS01481,1481,咽喉疼痛,Yan Hou Teng Tong,Throat Pain
SMTS01482,1482,咽喉痛,Yan Hou Tong,sore throat
SMTS01483,1483,咽喉痒,Yan Hou Yang,itchy throat
SMTS01484,1484,咽喉肿,Yan Hou Zhong,swollen throat
SMTS01485,1485,咽喉肿痛,Yan Hou Zhong Tong,sore throat
SMTS01486,1486,咽喉肿痈,Yan Hou Zhong Yong,Sore throat and carbuncle
SMTS01487,1487,咽喉灼热,Yan Hou Zhuo Re,Throat burning
SMTS01488,1488,咽黏膜充血,Yan Nian Mo Chong Xie,Congestion of pharyngeal mucosa
SMTS01489,1489,咽痛,Yan Tong,sore throat
SMTS01490,1490,咽下不利,Yan Xia Bu Li,Difficulty swallowing
SMTS01491,1491,咽痒,Yan Yang,itchy throat
SMTS01492,1492,咽痈,Yan Yong,pharyngeal abscess
SMTS01493,1493,咽燥,Yan Zao,dry throat
SMTS01494,1494,咽中有痰,Yan Zhong You Tan,phlegm in the throat
SMTS01495,1495,咽灼热感,Yan Zhuo Re Gan,burning sensation in throat
SMTS01496,1496,言语不利,Yan Yu Bu Li,Speech Difficulty
SMTS01497,1497,言语不清,Yan Yu Bu Qing,slurred speech
SMTS01498,1498,言语不淸,Yan Yu Bu Qing,slurred speech
SMTS01499,1499,言语謇涩,Yan Yu Jian Se,astringent speech
SMTS01500,1500,颜面部红斑,Yan Mian Bu Hong Ban,facial erythema
SMTS01501,1501,颜面皮肤光亮油腻,Yan Mian Pi Fu Guang Liang You Ni,shiny and greasy facial skin
SMTS01502,1502,眼边刺痒,Yan Bian Ci Yang,itching around the eyes
SMTS01503,1503,眼底瘀血,Yan Di Yu Xie,blood stasis under the eyes
SMTS01504,1504,眼花,Yan Hua,dizziness
SMTS01505,1505,眼睑赤烂,Yan Jian Chi Lan,red and rotten eyelids
SMTS01506,1506,眼睑红烂,Yan Jian Hong Lan,red and rotten eyelids
SMTS01507,1507,眼睛红肿,Yan Jing Hong Zhong,red and swollen eyes
SMTS01508,1508,眼睛痛痒,Yan Jing Tong Yang,Eye pain and itching
SMTS01509,1509,眼睛肿痛,Yan Jing Zhong Tong,eye swelling and pain
SMTS01510,1510,眼目昏花,Yan Mu Hun Hua,blurred vision
SMTS01511,1511,眼目昏涩,Yan Mu Hun Se,Dizzy eyes
SMTS01512,1512,眼生翳膜,Yan Sheng Yi Mo,Eye nebula
SMTS01513,1513,眼痛,Yan Tong,eye pain
SMTS01514,1514,厌食,Yan Shi,anorexia
SMTS01515,1515,阳痿,Yang Wei,impotence
SMTS01516,1516,阳虚,Yang Xu,Yang deficiency
SMTS01517,1517,阳虚血瘀,Yang Xu Xie Yu,Yang deficiency and blood stasis
SMTS01518,1518,阳虚欲脱,Yang Xu Yu Tuo,Yang deficiency and desire to escape
SMTS01519,1519,痒,Yang,itching
SMTS01520,1520,腰背痛,Yao Bei Tong,low back pain
SMTS01521,1521,腰部疼痛,Yao Bu Teng Tong,waist pain
SMTS01522,1522,腰部痿软,Yao Bu Wei Ruan,weak waist
SMTS01523,1523,腰骶酸痛,Yao Di Suan Tong,lumbosacral pain
SMTS01524,1524,腰骶痛,Yao Di Tong,lumbosacral pain
SMTS01525,1525,腰骶胀痛,Yao Di Zhang Tong,lumbosacral distension and pain
SMTS01526,1526,腰腹疼痛,Yao Fu Teng Tong,waist and abdominal pain
SMTS01528,1528,腰脊冷痛,Yao Ji Leng Tong,cold pain in the waist and spine
SMTS01529,1529,腰脊酸痛,Yao Ji Suan Tong,pain in the waist and spine
SMTS01530,1530,腰脊疼痛,Yao Ji Teng Tong,Lumbar pain
SMTS01531,1531,腰酸,Yao Suan,backache
SMTS01532,1532,腰痛,Yao Tong,low back pain
SMTS01533,1533,腰腿酸软,Yao Tui Suan Ruan,Soreness and weakness in waist and legs
SMTS01534,1534,腰腿酸痛,Yao Tui Suan Tong,soreness in waist and legs
SMTS01535,1535,腰腿疼痛重着,Yao Tui Teng Tong Zhong Zhao,severe waist and leg pain
SMTS01536,1536,腰腿痛,Yao Tui Tong,waist and leg pain
SMTS01537,1537,腰膝关节酸重,Yao Xi Guan Jie Suan Zhong,Soreness of waist and knee joints
SMTS01538,1538,腰膝关节疼痛,Yao Xi Guan Jie Teng Tong,waist and knee joint pain
SMTS01539,1539,腰膝冷痛,Yao Xi Leng Tong,cold pain in waist and knees
SMTS01540,1540,腰膝痠软,Yao Xi Suan Ruan,Soreness and weakness in waist and knees
SMTS01541,1541,腰膝酸冷,Yao Xi Suan Leng,soreness and coldness in waist and knees
SMTS01542,1542,腰膝酸软,Yao Xi Suan Ruan,Soreness and weakness in waist and knees
SMTS01543,1543,腰膝酸痛,Yao Xi Suan Tong,soreness in waist and knees
SMTS01544,1544,腰膝酸重,Yao Xi Suan Zhong,Soreness of waist and knees
SMTS01545,1545,腰膝疼痛,Yao Xi Teng Tong,waist and knee pain
SMTS01546,1546,腰膝无力,Yao Xi Wu Li,Weakness in waist and knees
SMTS01548,1548,夜间遗尿,Ye Jian Yi Niao,nocturnal enuresis
SMTS01549,1549,夜惊,Ye Liang,Night Terrors
SMTS01551,1551,夜寐不安,Ye Mei Bu An,Restless sleep at night
SMTS01552,1552,夜梦,Ye Meng,Night Dreams
SMTS01553,1553,夜眠不安,Ye Mian Bu An,Restless Night Sleep
SMTS01554,1554,夜眠不宁,Ye Mian Bu Ning,restless sleep at night
SMTS01555,1555,夜尿频,Ye Niao Pin,Frequent urination at night
SMTS01556,1556,夜尿频多,Ye Niao Pin Duo,Frequent urination at night
SMTS01557,1557,夜尿清长,Ye Niao Qing Chang,clear and clear urine at night
SMTS01558,1558,夜热早凉,Ye Re Zao Liang,hot at night and cool in the morning
SMTS01559,1559,夜啼,Ye Ti,Night Crying
SMTS01560,1560,噫气,Yi Qi,Geezing
SMTS01561,1561,遗精,Yi Jing,spermatorrhea
SMTS01562,1562,遗尿,Yi Niao,enuresis
SMTS01563,1563,抑郁,Yi Yu,Depression
SMTS01564,1564,易感,Yi Gan,Susceptibility
SMTS01565,1565,易感风邪,Yi Gan Feng Xie,susceptibility to wind evil
SMTS01566,1566,易饥,Yi Ji,easy hunger
SMTS01567,1567,易惊,Yi Liang,easily frightened
SMTS01568,1568,易怒,Yi Nu,Irritability
SMTS01570,1570,阴道出血,Yin Dao Chu Xie,Vaginal Bleeding
SMTS01571,1571,阴道干燥,Yin Dao Gan Zao,Vaginal Dryness
SMTS01573,1573,阴疽不敛,Yin Ju Bu Lian,uncontrolled vaginal gangrene
SMTS01574,1574,阴疽初起,Yin Ju Chu Qi,initial onset of vaginal gangrene
SMTS01575,1575,阴疽肿痛,Yin Ju Zhong Tong,"vaginal gangrene, swelling and pain"
SMTS01576,1576,阴囊湿痒,Yin Nang Shi Yang,wet and itchy scrotum
SMTS01577,1577,阴痒,Yin Yang,vaginal itching
SMTS01578,1578,阴肿,Yin Zhong,vaginal swelling
SMTS01579,1579,音哑,Yin Ya,Dumb tone
SMTS01581,1581,饮食不化,Yin Shi Bu Hua,poor diet
SMTS01582,1582,饮食不节,Yin Shi Bu Jie,Improper diet
SMTS01583,1583,饮食积滞,Yin Shi Ji Zhi,Dietary stagnation
SMTS01584,1584,饮食少进,Yin Shi Shao Jin,Eat less
SMTS01585,1585,饮食停滞,Yin Shi Ting Zhi,Eating Stagnation
SMTS01586,1586,隐痛,Yin Tong,dull pain
SMTS01587,1587,阴部肿块,Yin Bu Zhong Kuai,vaginal mass
SMTS01593,1593,痈疽,Yong Ju,carbuncle
SMTS01594,1594,痈疽不溃,Yong Ju Bu Kui,carbuncle does not break out
SMTS01595,1595,痈疽疔毒,Yong Ju Ding Du,carbuncle and furuncle
SMTS01596,1596,痈疽难溃,Yong Ju Nan Kui,Carbuncle is difficult to ulcerate
SMTS01597,1597,痈疽肿毒,Yong Ju Zhong Du,"carbuncle, swelling and poison"
SMTS01598,1598,痈疽肿痛,Yong Ju Zhong Tong,"carbuncle, swelling and pain"
SMTS01599,1599,痈肿,Yong Zhong,carbuncle
SMTS01600,1600,痈肿疮疡,Yong Zhong Chuang Yang,"carbuncle, swollen sore"
SMTS01601,1601,痈肿溃烂,Yong Zhong Kui Lan,carbuncle ulceration
SMTS01602,1602,涌吐痰涎,Yong Tu Tan Xian,spitting and salivation
SMTS01603,1603,有汗,You Han,sweating
SMTS01604,1604,有血块,You Xie Kuai,blood clots
SMTS01605,1605,右上腹隐隐作痛,You Shang Fu Yin Yin Zuo Tong,Dull pain in the right upper abdomen
SMTS01606,1606,右胁胀满,You Xie Zhang Man,Fullness in the right hypochondrium
SMTS01607,1607,瘀斑,Yu Ban,ecchymosis
SMTS01608,1608,瘀血不尽,Yu Xie Bu Jin,persistent blood stasis
SMTS01609,1609,瘀血肿胀,Yu Xie Zhong Zhang,blood stasis and swelling
SMTS01610,1610,瘀血阻络,Yu Xie Zu Luo,blood stasis blocking collaterals
SMTS01611,1611,瘀阻经闭,Yu Zu Jing Bi,amenorrhea due to blood stasis
SMTS01613,1613,语言不利,Yu Yan Bu Li,Language Difficulty
SMTS01614,1614,语言謇涩,Yu Yan Jian Se,astringent speech
SMTS01615,1615,郁闷心烦,Yu Men Xin Fan,depression and upset
SMTS01616,1616,月经不调,Yue Jing Bu Diao,irregular menstruation
SMTS01617,1617,月经过多,Yue Jing Guo Duo,Menorrhagia
SMTS01618,1618,月经后错,Yue Jing Hou Cuo,Postmenstrual errors
SMTS01619,1619,月经量多,Yue Jing Liang Duo,heavy menstruation
SMTS01620,1620,月经量多，味臭,Yue Jing Liang Duo ， Wei Chou,heavy menstrual flow and foul odor
SMTS01621,1621,月经量少,Yue Jing Liang Shao,low menstrual flow
SMTS01622,1622,月经提前,Yue Jing Ti Qian,early menstruation
SMTS01623,1623,月经先后不定期,Yue Jing Xian Hou Bu Ding Qi,irregular menstruation
SMTS01626,1626,晕眩,Yun Xuan,dizziness
SMTS01628,1628,脏器下垂,Zang Qi Xia Chui,organ ptosis
SMTS01630,1630,早产,Zao Chan,premature birth
SMTS01631,1631,早泄,Zao Xie,premature ejaculation
SMTS01632,1632,燥咳,Zao Ke,Dry cough
SMTS01633,1633,燥咳少痰,Zao Ke Shao Tan,Dry cough with less phlegm
SMTS01634,1634,燥渴,Zao Ke,dryness and thirst
SMTS01635,1635,燥热,Zao Re,dryness and heat
SMTS01636,1636,燥痰,Zao Tan,dry phlegm
SMTS01637,1637,憎寒,Zeng Han,aversion to cold
SMTS01639,1639,谵狂,Zhan Kuang,Delirium
SMTS01640,1640,谵语,Zhan Yu,Delirium
SMTS01641,1641,胀满,Zhang Man,fullness
SMTS01642,1642,胀痛,Zhang Tong,swelling and pain
SMTS01643,1643,真元不足,Zhen Yuan Bu Zu,Insufficient True Yuan
SMTS01644,1644,怔忡,Zheng Chong,hesitation
SMTS01645,1645,癥积,Zheng Ji,Symptoms
SMTS01646,1646,癥瘕,Zheng Jia,Massage
SMTS01647,1647,癥瘕腹痛,Zheng Jia Fu Tong,Abdominal pain
SMTS01648,1648,癥瘕痞块,Zheng Jia Pi Kuai,lumps and lumps
SMTS01649,1649,癥块,Zheng Kuai,Symptoms
SMTS01652,1652,肢浮肿,Zhi Fu Zhong,limb edema
SMTS01653,1653,肢节疼痛,Zhi Jie Teng Tong,Pain in limbs and joints
SMTS01654,1654,肢倦乏力,Zhi Juan Fa Li,tiredness and fatigue in limbs
SMTS01655,1655,肢冷,Zhi Leng,cold limbs
SMTS01656,1656,肢麻,Zhi Ma,numbness in limbs
SMTS01657,1657,肢酸,Zhi Suan,limb aches
SMTS01658,1658,肢体不利,Zhi Ti Bu Li,Limb Disadvantage
SMTS01659,1659,肢体不用,Zhi Ti Bu Yong,No use of limbs
SMTS01660,1660,肢体沉重,Zhi Ti Chen Zhong,heavy limbs
SMTS01661,1661,肢体乏力,Zhi Ti Fa Li,limb weakness
SMTS01662,1662,肢体浮肿,Zhi Ti Fu Zhong,limb edema
SMTS01663,1663,肢体关节疼痛,Zhi Ti Guan Jie Teng Tong,limb joint pain
SMTS01664,1664,肢体活动受限,Zhi Ti Huo Dong Shou Xian,limited limb movement
SMTS01665,1665,肢体肌肉萎缩,Zhi Ti Ji Rou Wei Suo,limb muscle atrophy
SMTS01666,1666,肢体拘挛,Zhi Ti Ju Luan,limb spasm
SMTS01667,1667,肢体困重,Zhi Ti Kun Zhong,heavy limbs
SMTS01668,1668,肢体剌痛,Zhi Ti La Tong,tingling pain in limbs
SMTS01669,1669,肢体麻木,Zhi Ti Ma Mu,numbness of limbs
SMTS01670,1670,肢体麻木拘挛,Zhi Ti Ma Mu Ju Luan,numbness and spasm of limbs
SMTS01671,1671,肢体酸痛,Zhi Ti Suan Tong,sore limbs
SMTS01672,1672,肢体酸重,Zhi Ti Suan Zhong,Soreness and heaviness of limbs
SMTS01673,1673,肢体疼痛,Zhi Ti Teng Tong,limb pain
