term,label
脘腹及四肢关节等处。因寒邪阻络所致,yin
脱出至阴户口或阴户外。,yin
脱发是指头发脱落的现象。正常脱落的头发都是处于退行期及休止期的毛发,yin
脱屑（desquamation)常见于正常皮肤表层不断角化和更新,yin
脱臼等,yin
脾虚,yin
脾虚气滞是一种疾病,yin
脾阳虚,yin
脾阳虚等等。,yin
腠理不固,yin
腰膝酸软（soreness and weakness of waist and knees）为中医肝肾亏损的一种症状。表现为腰部和膝部的酸软无力,yin
腰酸（soreness of loins）指腰部酸楚不适。临床以肾虚较为常见。腰酸与腰痛有相似之处,yin
自觉膝关节局部寒冷疼痛,yin
至翌日清晨则热退身凉的表现。温病后期气阴耗伤,yin
致使气血亏少,yin
致气血阴阳亏虚,yin
舌淡白等。,yin
舌淡苔白。总的治疗原则为健运脾气,yin
舌苔白腻,yin
舌苔白腻等。,yin
色白,yin
色白带黄,yin
色红或白,yin
苔白滑,yin
苔薄白微黄。风热感冒多见于夏秋季,yin
苔黄腻等。治疗可选用清热,yin
萆解分清饮,yin
营养不足,yin
营血虚热致白发,yin
藏气不足,yin
虚,yin
虚人停痰饮,yin
虚劳,yin
虚劳等所致。多兼见郁闷不寐,yin
虚喘者无邪,yin
虚实之不同,yin
虚弱而生内热,yin
虚汗淋漓,yin
虚火上扰,yin
虚火上浮而致,yin
虚烦是因虚而致心胸烦热者。由伤寒汗,yin
虚热,yin
虚脱是以面色苍白,yin
虚证多实久病,yin
血液生化不足,yin
血瘀阴部所致。,yin
血脱是病证名。阴血亏损脱失之证。出《灵枢·决气》：“血脱者,yin
血虚,yin
血虚津亏不能下润大便而致。,yin
补虚不忘实,yin
见於血虚者,yin
视物昏花属于“肝肾亏损”。过度用眼,yin
视物昏花等其他肾虚症状。治疗宜排除泌尿系统,yin
视物模糊不清的表现,yin
角膜边缘可有灰白色浸润点,yin
言语不清的表现。,yin
证名。下腹部疼痛。出《素问·脏气法时论》。小腹为至阴之位,yin
证名。指易有饥饿感。见《素问·至真要大论》。病因以胃热较为常见。治宜清胃,yin
证名。脐下部胀满。多见于以下几种情况。如伤寒发热,yin
说明心有火。首先是清淡饮食,yin
贪食寒凉食物等都可招致外来之“寒”侵入人体,yin
身体各个器官都在逐渐衰退,yin
软弱无力的,yin
输卵管等脏器通过人体正常的或不正常的薄弱点或缺损,yin
边界不清,yin
边缘不清,yin
这种寒多为“实寒”。另一方面,yin
这种寒多为“虚寒”。所以,yin
这种病理产物的寒可由人体脾肾阳虚,yin
这类患者常有明显的感受风寒的病史。风寒头痛多发于吹风受寒之后,yin
这里的“宫”理解为“胞宫”会有助于更好地理解宫寒的含义和所指的疾病。“寒”在中医中首先是一个常见的致病原因,yin
适宜于食用皮肤的角质蛋白。疥虫的躯干的后半部有几对杆状的刚毛和长鬃。疥虫往往是夜行昼伏,yin
选用参苓白术散,yin
通常伴随声音。咳嗽具有清除呼吸道异物和分泌物的保护性作用。但如果咳嗽不停,yin
通过先天或后天形成的薄弱点,yin
邪气乘虚而入,yin
邪热乘虚客于胸中,yin
重者称腰膝痿弱。多因肝肾亏损,yin
铅中毒等也均会引起脸色苍白。面色苍白需查找原发疾病,yin
长期疲劳而致人身体衰弱,yin
闭塞清阳所致眩晕。见《医学正传·眩运》。《杂病源流犀烛·头痛源流》：“风痰闭壅眩晕,yin
阳气不足,yin
阳气不足则早凉,yin
阳热不足的病理现象。阳气有温暖肢体,yin
阳痿多因命门火衰或心脾受损或恐惧伤肾所致。,yin
阳虚四种类型,yin
阳虚弱的类型,yin
阳虚（yang deficiency）,yin
阴,yin
阴不足则先热后寒。”其病机是邪入半表半里,yin
阴气在内,yin
阴津亏虚则夜热。,yin
阴痒,yin
阴肿,yin
阴茎不举,yin
阴茎和趾间的裂隙。皮肤的任何炎症,yin
阴虚,yin
阴虚火旺,yin
阴虚阳亢所致。古代文献中,yin
阴血亏损等方面。常见于脑系疾病,yin
阴道流血。平时病人可有白带增多,yin
阴道炎,yin
阴道黏膜渗出物,yin
阴阳亏虚,yin
阴阳失调,yin
阴阳相胜也。阳不足则先寒后热,yin
阴阳衰竭及其他强烈刺激等,yin
阴雨天气,yin
随着医生对神经衰弱认识的变化和各种特殊综合征和亚型的分出,yin
霉菌性阴道炎,yin
面色泛白而没有血色的表现,yin
面色苍白,yin
面色苍白或青灰,yin
面色苍白（pale complexion）是由于脸部毛细血管充盈不足引起,yin
项强指头部后项的肌肉筋脉牵引不舒的症状。一般是由于外感风寒,yin
须发早白是一种疾病。在中医学则认为发须早白主要有以下列三种主要原因：肾阴亏损致白发,yin
颈椎间盘脱出症的总称,yin
颜色比例红少白多,yin
风冷乘之而痛者,yin
食欲不振,yin
食欲不振是指进食的欲望降低。完全的不思进食则称厌食。,yin
骨骼突出等旁证。至于脱水与水肿消退后的体重下降,yin
髓核突出或脱出,yin
鼻流清涕如水样,yin
18岁之前出现的则称为精神发育迟滞,yang
palms and soles）指两手两足心发热,yang
“天行赤眼”等。 目赤肿痛常见于西医学的急性结膜炎,yang
“寒”在中医中还指病理产物之寒积聚在人体经脉脏腑中,yang
“暴风客热”,yang
“脑渊”之称。多因外感风热邪毒,yang
“阻病”。多因脾胃虚弱或肝胃不和导致冲气上逆,yang
一曰风助火郁于上,yang
一般将虚热进一步分为阴虚火旺和气虚火旺两种病状。,yang
一般属于热在营分,yang
一般我们讲的低热是指体温超过正常,yang
一般难以闻及。当肠道功能异常或阻塞不通时,yang
三曰燥邪伤肝。戴复庵云：目赤无非血雍肝经所致,yang
上焦生热,yang
不伴有明显的甲状腺功能亢进或减退,yang
不喜欢热食,yang
不得太息……。”肺热又称风温肺热,yang
不易睁开。有的病人结膜上出现小出血点或出血斑,yang
不清洁的脐带结扎,yang
不结胸,yang
不能平卧为临床特征的病症。明代张景岳把喘证分为实喘和虚喘。《景岳全书·喘促》：“实喘者有邪,yang
与夫阳 明之 脉虚,yang
与肝胆脾胃关系密切。癫病以精神抑郁,yang
与脾胃有密切关系。病机为湿热,yang
专治疮毒的秘方药物,yang
且一日间体温波动超过1℃以上,yang
且不伴有肿瘤和炎症,yang
且以偏肥胖体型为多见。当今胆胀的发病率呈上升趋势其原因可能与人们饮食结构的变化有关。中医药治疗本病效果较好,yang
个别部位干燥脱皮,yang
中医名词。指机体阳气虚衰,yang
中医病名。小儿时期感受时行邪毒引起的肺系时行疾病,yang
中医病名。本病白睛暴发红赤,yang
中医病名。湿疮是一种由多种内外因素引起的过敏性炎症性皮肤病。以多形性皮损,yang
中医病名。痄腮是因感受风温邪毒,yang
中医病名。积滞是因小儿喂养不当,yang
中医病症名。指因痰盛气闭而引起四肢厥冷,yang
中医病症名。指由气管积痰而引起的呼吸不畅,yang
中医称大便中带血不带脓的痢疾。痢下多血或下纯血者。即血痢。《诸病源候论·痢病诸候》：“热乘于血,yang
中度热38.1～39℃,yang
中暑是指长时间暴露在高温环境中,yang
中毒,yang
中毒性神经性麻木,yang
中毒等均可导致头痛。发病年龄常见于青年,yang
临床上即可发现黄疸,yang
临床表现为发热重,yang
丹毒（erysipelas）是一种累及真皮浅层淋巴管的感染,yang
为冷结在膀胱关元,yang
为胃中之浊气上逆,yang
为腋以下至第十二肋骨部的总称。可由肋骨软骨炎或肋间神经痛导致。,yang
主真火所藏,yang
主要以内分泌失调与血热,yang
久病多虚中夹实或虚证。深圳胃肠专家陈春莲说治当分别情况,yang
久而化火,yang
久而化热,yang
九积之一。食滞不消,yang
也不属于炎症,yang
也可由于情志郁结,yang
也是一种特殊类型的慢性喉炎。最主要的临床症状为声嘶。通过喉镜检查可以做出临床诊断。治疗方式主要为手术切除治疗。若经治疗好转后,yang
也有虚实寒热之别,yang
也称为显性黄疸。,yang
也称发热,yang
习惯性抽搐。中医认为引起抽搐的病因病机主要有热毒内盛,yang
乳房部的结核性疾病,yang
二曰火盛,yang
五心烦热（sphoria with feverish sensation in chest,yang
五志过极化火而导致血热。亦称血分热。即血分有热。证见吐衄,yang
亢奋妄动,yang
亦可发生中毒。,yang
亦可在慢性肠炎,yang
亦可引起胃热（胃火）。中医分为热郁胃中,yang
亦可见于阳虚津不上承者。,yang
产后发热是指产褥期内,yang
人上火之后临床症状表现为：目赤肿痛,yang
人之身阴阳的盛衰,yang
从而导致盆腔炎性包块发生。患者常先有急性输卵管炎的临床表现,yang
代谢物积累学说和能源耗尽学说较有代表性。中枢学说认为,yang
令痰气结聚不散,yang
以发热,yang
以后可发展为多结节性肿大。,yang
以致关节软骨被破坏而引起的慢性关节病。又称退化性关节炎,yang
以致或湿浊阻滞,yang
以致气血凝滞而成。其包括了体表上的肿疡及溃疡,yang
以致结脓成痈的急性化脓性病证。多发于产后哺乳的产妇,yang
以高热,yang
以鼻腔干燥为主要表现的鼻部疾患。西医学的干燥性鼻炎可参考本篇进行辨证施治。,yang
传染性结膜炎,yang
伤风是由风邪侵袭人体引起的常见外感热病。一年四季均可发生。尤以冬春两季为多见。临床以头痛,yang
伴意识丧失。高热惊厥分为单纯性高热惊厥和复杂性高热惊厥两种。各年龄期（除新生儿期）小儿均可发生,yang
但因种种原因常以腋温为准。若腋温超过37.4℃,yang
但在38℃以下者。引起低热的原因较多,yang
但有实火与虚火的区别,yang
但流行程度和危害性以病毒性结膜炎为重。本病全年均可发生,yang
但粪质干结,yang
但腹中有气体积聚,yang
但须根据虚实不同情况分别处理,yang
低热,yang
低热等,yang
低热（low fever）是一种常见的症状,yang
体温中枢功能紊乱或各种原因引起的产热过多,yang
体温升高>=39℃时发生的惊厥,yang
体温超过正常,yang
体腔内体液增多则称积液。根据分布范围,yang
使人体产生类似中毒的效应。能源耗尽学说认为,yang
使阳气不行,yang
便短赤是一个中医名词,yang
俗称火眼,yang
俗称疬子颈。多见于青少年及原有结核病者,yang
假性结膜炎以及流行性角膜炎等,yang
停滞不化,yang
停滞在人体的经脉,yang
停积胃肠,yang
健康人肢体各种感觉的传递取决于大脑中枢至肢体神经通路的畅通无阻。如果在这一神经通路上的某一局部出现障碍,yang
元气虚也。”《临证指南医案·喘》提出：“在肺为实,yang
入里化火,yang
入黄蜡,yang
全身性水肿时往往同时有浆膜腔积液,yang
全身皮肤发黄,yang
关节炎或关节病牵涉范围非常广泛,yang
其主要的病变特征是——咽部的黏膜发炎,yang
其产生是由于工作过程中代谢物（如乳酸）的不断产生与积累,yang
其他器官的疾病也可引起腰痛。如泌尿系炎症或结石,yang
其寒时自寒而不觉热。与恶寒发热的寒热同时并作不同。《类证活人书》：“往来寒热者,yang
其毒液由伤口进入人体内而引起的一种急性全身性中毒性疾病。,yang
其热时自热而不觉寒,yang
其色或黄或青,yang
其色赤,yang
内有烦热的症状。这是由于热邪内伏,yang
内热进而化虚火。根据病机不同,yang
再如湿阻引起,yang
再审证候虚实,yang
凡发热同时又有心烦,yang
凡离开经脉之血不能及时消散和瘀滞于某一处,yang
出现发热持续不退,yang
出现胃部灼烧感,yang
出自《素问·刺热篇》。,yang
分别采取温补脾肾或滋养肝肾法,yang
则属于实证,yang
则肠鸣音高亢而频急。临床根据作响的部位及声音来判断病变部位和病变性质。,yang
则腋窝体温（检测10分钟）超过37℃可定为发热。,yang
则见壮热烦渴,yang
则见头痛身热,yang
初病多实,yang
初起乳房内出现 一结块如桃李,yang
初起见有身热,yang
刺激皮肉而感到疼痛：感到剧烈的烧灼样的疼痛,yang
前列腺炎,yang
动脉硬化是动脉的一种非炎症性病变,yang
助火生热,yang
劳淋六证。基本病机为湿热蕴结下焦,yang
包括炎症,yang
包括病毒性肝炎,yang
升阳除湿汤,yang
午后发热,yang
单纯性高热惊厥愈后良好,yang
即手足发凉冷。又称四逆,yang
即按该炎症处命名,yang
即暑热挟湿。以胸脘痞闷,yang
即火痰也。”证见烦热燥结,yang
即由于外来之寒邪或者是人体脾肾阳虚所生之内寒停滞在女性胞宫,yang
即胃火,yang
卵巢性闭经,yang
压之无痛为临床特点。临床表现与西医学的慢性胃炎（包括浅表性胃炎和萎缩性胃炎）,yang
厥逆上出,yang
去腐消炎,yang
参用六君汤。参见肉积,yang
又分外痹与内痹。痹者闭也。广义的痹病,yang
又称“风热眼”,yang
又称为发热。每个人的正常体温略有不同,yang
又称发烧。由于致热原的作用使体温调定点上移而引起的调节性体温升高（超过0.5℃）,yang
又称气阴两伤。气虚和阴虚同时并见的病理变化。常见于热性病过程中,yang
及天时郁勃而然也。”“此皆素抱痰疾者,yang
发为痢疾。暴痢多实证,yang
发热,yang
发热和运动受限,yang
发热恶寒等为主要证候特点。病情有轻重不同,yang
发热是多种疾病的常见症状。小儿正常体温常以肛温36.5～37.5℃,yang
发热是多种疾病的常见症状。高热(High Fever)在临床上属于危重症范畴。小儿正常体温常以肛温36.5～37.5℃,yang
发生于儿童者称喊叫小结,yang
发生喘咳。症见发热咳嗽,yang
发生在舌的称舌疡。可见于现代医学的口腔溃疡。疮疡皆属于火,yang
发生盆腔慢性炎症性组织学改变,yang
发瘀等的病理状态。血热多由邪热入血所致,yang
口干咽燥,yang
口干咽燥等症。,yang
口干唇燥,yang
口燥咽干,yang
口腔炎症是指口颊,yang
古病名-因气逆于上,yang
可以自行或通过治疗而逆转。,yang
可出现在许多疾病的过程中。临床辨证以虚实为纲。治疗以和胃降逆为原则,yang
可分为热淋,yang
可分为细菌性结膜炎和病毒性结膜炎两类,yang
可用当归四逆汤加吴萸,yang
可用肘膝位叩诊法证实,yang
可继发气阴两虚的恶阻重症。,yang
可见于多种感染性疾病和非感染性疾病。但有时体温升高不一定都是疾病引起的,yang
可认为发热。所谓低热,yang
合理调节饮食结构,yang
同时配合行气活血利水。由于本病总属本虚标实错杂,yang
名非哺乳期乳痈。现代医学之急性化脓性乳腺炎属于乳痈范畴。,yang
后世将外科分为疮疡与杂证两大类。疮疡多由毒邪内侵,yang
呃逆即打嗝,yang
呃逆等,yang
呈黄色或黄绿色。脓液是机体组织炎症过程中形成的浓稠或稀薄的渗出物,yang
咯黄稠痰或痰中带血,yang
咽喉炎以及病毒感染甚至心肌梗死均可引起咽喉痛。,yang
咽喉痒是慢性咽炎的一种症状,yang
咽或喉部急性炎症的总称。广义的上感不是一个疾病诊断,yang
咽结膜热,yang
哮喘又名支气管哮喘。支气管哮喘是由多种细胞及细胞组分参与的慢性气道炎症,yang
喉炎,yang
喜冷畏热,yang
噫气腹胀。”治宜行气解郁。《杂病源流犀烛·诸气源流》“一切气郁,yang
四肢厥逆,yang
因其在睑结膜表面形成粗糙不平的外观,yang
因外感而喘咯咳唾者 《泰定养生主论》 “热痰者,yang
因感受风邪或风热怫郁而发的病证。《泰定养生主论》：“风痰者,yang
因风热客于肠胃或湿热蕴积肠胃,yang
在应激面前适度的焦虑具有积极的意义,yang
在面部可引起疔疮走黄（西医称为败血症或脓毒败血症）,yang
均称“烦热”。多由于里热过盛,yang
坚结胶固,yang
坚结胶固之痰。亦称老痰,yang
垂体性闭经,yang
塞滞不畅,yang
增生性颈椎炎,yang
壅阻少阳经脉引起的时行疾病。以发热,yang
壮热是指病人自觉热甚,yang
声带小结又称歌唱者小结或教师小结,yang
复杂性高热惊厥愈后则较差。,yang
外感热邪,yang
外感风热所致。中医认为,yang
外界温度变化和过度吸烟亦可引起。呃逆频繁或持续24小时以上,yang
外痔发炎,yang
外而肿热,yang
外阴炎,yang
多伴有嗳气症状。自胃部上升的气体或酸性液体导致嗳气（呃逆）发生,yang
多兼面赤,yang
多因气血逆乱,yang
多属于阳症,yang
多属实火,yang
多属肺热。,yang
多数白带异常为感染或炎症引起,yang
多是由于结核杆菌侵入颈部所引起的特异性感染,yang
多烦热,yang
多由于风火,yang
多由热盛伤津或阴液亏虚所致,yang
多由邪热犯胃,yang
多见于阳虚虚寒的病人,yang
夜热早凉是指夜间低热,yang
大于2cm者称为斑片。斑疹可以分为炎症性和非炎症性两种。有的斑疹上还会有鳞屑,yang
大便干燥多见于中老年人,yang
大便干结,yang
大便秘结,yang
大便粘结,yang
大便酸臭或便秘为特征。食积又称积滞。与西医学消化不良相近。本病一年四季皆可发生,yang
大便黄而黏腻,yang
大脑有关区域持续兴奋导致的抑制性保护及抑制在大脑中的扩散是其产生的根本原因。代谢物积累学说认为,yang
大黄,yang
大黄等药煎服,yang
天行暴赤。俗称红眼病。本病见于《银海精微》。该书对本病病因及其传染流行等均有描述。多于夏秋之季发病,yang
天行赤眼,yang
天行赤眼暴翳,yang
头发干枯而黄,yang
头沉。如果是太阳穴部位出现胀痛或重压感,yang
头面噏噏而热,yang
头面烘热,yang
如上呼吸道某一局部炎症特别突出,yang
如急性鼻炎,yang
如感染性高热等。局部性多汗症常初发于儿童或青少年,yang
如果阳虚则机体功能减退,yang
如滴虫性阴道炎,yang
如潮汐之有定时。午后潮热,yang
子宫内膜炎,yang
子宫内膜炎或盆腔感染,yang
子宫内膜炎等引起的经期延长。宫内节育器和输卵管结扎后引起的经期延长也按本病治疗。本病一般预后良好。,yang
子宫性闭经以及下生殖道发育异常性闭经,yang
子宫或阴道结构异常,yang
子宫颈炎,yang
宜五苓散加大黄,yang
宜半黄丸。”④素有痰疾,yang
宜温气汤。痛而小便不利为湿热,yang
宜温补汤。痛而拒按为实,yang
宜用六味地黄丸加沙苑子。参见消渴条。蛔虫会引起不同程度的善饥。,yang
宜补血清热,yang
宜黄芩,yang
实不同,yang
实施治。,yang
审因论治。特别是对功能性低热,yang
宫寒顾名思义是“子宫寒冷”的简称。在中医学的文献记载和正式的教科书及相关的中医妇科专著中并无此词条。但是“宫寒”已经成为深入人心的热词,yang
容易出现虚寒的征象。常见的有胃阳虚,yang
容易在体内积累毒素,yang
寒温失调等多种因素导致肝气失舒,yang
寒湿结于肠腑,yang
寒热往来是发热与恶寒交替出现的一种热型,yang
寒热虚实夹杂者宜通涩兼施,yang
寒痢宜温,yang
寒邪侵入太阳经络,yang
对于各种疑难疮毒,yang
导致体温升高超过正常范围的情形。每个人的正常体温略有不同,yang
小便热赤,yang
小便短赤,yang
小便赤涩,yang
小儿急性上呼吸道感染系由各种病原引起的上呼吸道炎症,yang
少阳经气不畅,yang
尤其是以脾肾阳虚多见。,yang
尤其是有皲裂或溃疡的炎症为致病菌提供了侵入的途径。轻度擦伤或搔抓,yang
就是我们平常所说的“骨毒”。“骨毒”长期存在于骨与骨膜之上形成“宿毒”。宿毒使得骨及关节周围软织反复充血,yang
尿毒症,yang
尿赤,yang
尿路结石,yang
尿路结石是最常见的泌尿外科疾病之一。男性多于女性,yang
局部灼痛明显,yang
属于阴虚内热的症候,yang
属里实热证,yang
巴豆。”《杂病源流犀烛·积聚症瘕痃癖痞源流》：“食积,yang
常与肝脾等脏有密切关系。胃气郁滞,yang
常为烧灼感,yang
常伴出汗及心悸而出现的燥热症状,yang
常因邪闭,yang
常温中即有蒸发。汞中毒以慢性为多见,yang
干燥,yang
干燥多风,yang
并自觉心胸烦热。多由阴虚火旺,yang
并非疾病。多见于急性肝炎时,yang
当今大城市职业妇女中50%-70%都有不同程度的乳腺增生。乳腺增生症常表现为乳房疼痛和乳腺摸到结节,yang
当根据阴阳的不同,yang
形成肉眼呈灰黄色或黄白色的浓稠状液体。其处理方法主要有：清理伤口感染,yang
心包炎,yang
心律失常（arrhythmia）是由于窦房结激动异常或激动产生于窦房结以外,yang
心火上炎,yang
急性咽炎,yang
急性多发性神经根炎性麻木,yang
急性扁桃体炎等。急性上感主要用于上呼吸道局部感染定位并不确切者。鼻咽部感染常出现并发症,yang
急性梗阻性化脓性胆管炎等,yang
急性胃肠炎,yang
急性胆囊炎,yang
急性高热多见于感染性和变态感应性疾病,yang
急慢性支气管炎发作等呼吸系统疾病都有可能出现本病症。,yang
总宜以化滞为主。”用气郁汤,yang
恶寒与发热交替发作,yang
恶寒发热,yang
恶毒疮,yang
患者常有传染病接触史。本病与西医学之急性传染性结膜炎相似。,yang
患者经常出现大便干燥,yang
感寒停湿及热迫肠胃所致。,yang
感染产物及坏死组织亦为形成结石之核心,yang
感染引起的神经炎性麻木,yang
感染性疾病等疾病引起。其理论有：①组织牵引：肌肉损伤而起。②肌肉痉挛：肌肉的反复性抽筋而起。③结缔组织：肌肉的结缔组织受伤（如肌腱）而起。事实上,yang
慢性咽炎,yang
慢性肾炎,yang
慢性胃炎,yang
慢性胆囊炎,yang
慢性胆管炎,yang
成为“妊娠恶阻”。亦称为“子病”,yang
成积痞闷也,yang
或一日之间体温相差在1℃以上,yang
或为眼烂喉闭,yang
或产时感受外寒而气血凝滞所致,yang
或低热持续,yang
或刚一闭眼而将入睡之时,yang
或因风热怫郁而然也。此皆素抱痰疾者,yang
或在炎热环境中进行体力活动引起机体体温调节功能紊乱所致的一组临床症候群,yang
或外感风热,yang
或干呕呃逆,yang
或干燥,yang
或恶热,yang
或情志郁结,yang
或横逆的病理变化。临床以肺气上逆,yang
或温热病后期及内伤杂病,yang
或渴喜热饮,yang
或湿热,yang
或烦躁而有闷热的感觉,yang
或热病后期阴液尚未恢复,yang
或热盛耗伤津液,yang
或病后余热留恋,yang
或病后虚热不清及火热内郁所致。是虚损劳瘵等病的常见症之一。治宜滋阴降火,yang
或痰火暴亢,yang
或痰饮瘀血阻滞,yang
或突然高热寒战,yang
或经血的突然增加。临床上以出血时间与基础体温（BBT）曲线对照,yang
或肝经郁结,yang
或肝胆郁结,yang
或胃腑湿热上蒸鼻窍所致的,yang
或胆经炎热,yang
或脾损气滞,yang
或脾肾阳虚等原因引起的以排便次数增多,yang
或脾胃湿热,yang
或自觉有热感,yang
或自身阳虚阴盛或机体机能失调所造成。,yang
或见赤白相兼,yang
或赤白兼下,yang
或近火取暖,yang
或邪毒,yang
或阴虚火旺,yang
所生病证之一。又为劳倦内伤及五心烦热的症状之一,yang
所谓“积水成饮,yang
扁桃体炎,yang
手心热,yang
指上焦心肺之热,yang
指伤口或疮口表面上由血小板和纤维蛋白凝结而成的块状物,yang
指单位容积血液中红细胞数高于正常值高限。一般认为经多次检查成年男性红细胞＞600万,yang
指因呼吸短促而不相接续的情况。即呼吸短促而不相接续之意。可见于很多疾病的过程中。有虚有实。实证多突然发病,yang
指大便干燥。多由胃肠燥热,yang
指妇女妊娠期中出现的烦躁心悸的病症。西医妊娠期间出现抑郁症可参考本病。,yang
指气从胃中上逆,yang
指炎症的一般症状。即损伤或炎症导致的身体某部位组织的肿胀及疼痛,yang
指热病过程中发于肌表的斑和疹两种证候。见《伤寒九十论·发斑证》。斑和疹虽系两证,yang
指牙关紧闭,yang
指由于阴阳失调,yang
指疼痛有灼热之感,yang
指的是成肝气郁结,yang
指胃气上逆动膈,yang
指腋温为37.5℃38,yang
指腋温为37.5℃～38℃,yang
指腹腔内游离液体的过量积聚,yang
指食物停滞胃中不消化。,yang
损害破裂而排出脓性黄白色汁液坏死物,yang
排尿困难及小便完全闭寒不通。出《伤寒论·辨太阳病脉证并治》。,yang
摄入很热或冷的食物饮料,yang
支气管扩张是由于支气管及其周围肺组织慢性化脓性炎症和纤维化,yang
支气管黏膜或胸膜受炎症,yang
故为赤痢。,yang
故云热痰也。”②火痰 《杂病源流犀烛·痰饮源流》 “热痰,yang
故令身体虚热,yang
故又称非毒性甲状腺肿,yang
故名沙眼。本病病变过程早期结膜有浸润,yang
故见小便赤涩。,yang
故黄疸患者巩膜黄染常先于黏膜,yang
散热减少,yang
无法正常运化水湿而使寒凉之气停滞在人体经脉脏腑中,yang
无菌性炎症,yang
日久成积者。《儒门事亲》卷三：“食积,yang
易并发肺炎,yang
是一病证名。在《诸病源候论·病热候》中有记载。多因内伤劳损所致,yang
是一种临床症状而并非某一疾病。按生殖轴病变和功能失调的部位分为下丘脑性闭经,yang
是一种毒疮。痈发于肌肉,yang
是一种特殊类型的慢性喉炎,yang
是一种证名。指全身发热的症象。,yang
是以痢下赤白脓血,yang
是各种消化道疾病常见的症状之一。尤其是反流性食管炎,yang
是太阳病的主症之一。,yang
是指人体被毒蛇咬伤,yang
是指外感热邪入血中,yang
是指按时发热,yang
是指每日午后发热。本病属里证,yang
是指睡眠不实,yang
是指致热原直接作用于体温调节中枢,yang
是机体组织炎症过程中形成的浓稠或稀薄的混和物,yang
是热淋之甚者,yang
是热病后余毒结于颐颌间引起的急性化脓性疾病。临床特点是常发生于热病后期,yang
是颈椎骨关节炎,yang
晚期由于受累的睑结膜发生瘢痕,yang
普遍的临床症状均可表现关节疼痛（arthralgia）。任何原因导致的关节炎,yang
暑湿俱盛之时,yang
最好是和自己平时同样条件下的体温相比较。如不知自己原来的体温,yang
最常见于发热性疾病,yang
最常见的原因包括鼻炎,yang
最终粪便中水分仅约100～200ml。若进入结肠的液体量超过结肠的吸收能力或（和）结肠的吸收容量减少,yang
月经等因素的影响。一般认为当口腔温度高于37.5 ℃,yang
月经等）的影响。因此判定是否发热,yang
有人将其分为与代谢因素有关的结石和感染性结石。细菌,yang
有时在睑结膜表面形成一层灰白色假膜,yang
有虚实之分。,yang
有重滞欲下不下之感,yang
有食积停滞和腹痛感,yang
服抗炎药可缓解的症状。症状包括下腹部疼痛,yang
果菜积等条。,yang
枳实,yang
某些妇女疾病（盆腔炎,yang
某些情况可有生理性体温升高,yang
根尖周炎,yang
横逆犯胃,yang
此种炎症常伴随引起气道反应性增高,yang
此类症状常伴有广泛而多变的气流阻塞,yang
气机上逆,yang
气机受阻,yang
气机呆滞等所致。常见于喉喑,yang
气机郁结所致。《丹溪心法·六郁》：“气郁者,yang
气滞,yang
气血壅滞,yang
气血逆乱,yang
气血阴阳亏损,yang
气逆上冲,yang
气逆于上,yang
气逆于上所致的一种病证,yang
气逆（reversed flow of qi）,yang
气郁一词出《素问·六元正纪大论》,yang
气郁化火而寻致胃阴耗伤。其主要临床表现是：胃部隐痛,yang
水停腹中。本病多属本虚标实之证。标实为主者,yang
水的偏盛,yang
沉默呆滞,yang
沙眼是由沙眼衣原体引起的一种慢性传染性结膜角膜炎,yang
沙石淋。多因下焦积热,yang
治以理气解郁,yang
治宜滋阴降火。是慢性咽炎的症状之一,yang
治疗用滋阴清热法,yang
泄实不忘虚。,yang
法当凉血。血热亦是小儿发热证型之一,yang
洗涤用品碱性强等都是导致皮肤干燥的重要原因。预防措施为加强皮肤的日常护理保养,yang
洗澡水过热,yang
测其体温39℃以上者,yang
浮肿是机体细胞外液中水分积聚所致的局部或全身肿胀。浮肿与身体很多器官的病变有关,yang
消毒或去医院处理。,yang
消食导滞等法治疗。,yang
淋巴结肿大等全身症状,yang
清利湿热,yang
清热养阴,yang
清热导痰汤。③痰热聚于心者 《杂病源流犀烛·痰饮源流》 “在心曰热痰,yang
温毒症状之一。由於温热之毒内蕴肺胃,yang
温清并用。对具传染性的细菌性痢疾和阿米巴痢疾,yang
温肾,yang
湿滞或感受秽浊之邪,yang
湿热,yang
湿热下注是一个中医的术语。中医认为,yang
湿热下注等伤肾气不能固摄而病,yang
湿热之邪,yang
湿热痢重症。多因湿浊热毒蕴结肠中,yang
湿热等邪气痹阻腰膝所致。,yang
湿热蕴结于下焦,yang
湿热阻于肾与膀胱,yang
湿疹是由多种内外因素引起的瘙痒剧烈的一种皮肤炎症反应。分急性,yang
溃面有糜烂的现象。中医认为由脾胃积热,yang
溶石化结。,yang
滋阴壮阳。,yang
满闷不舒的症状。可因肝胃气机阻滞,yang
潮热,yang
潮热又名潮红,yang
火“六淫”侵袭,yang
火痰,yang
火邪上炎和火热下迫等。,yang
灼热,yang
灼热感,yang
灼痛,yang
炎症,yang
炎症性白带,yang
炎症过程中细胞,yang
烧灼,yang
热,yang
热争则咳喘,yang
热在气分,yang
热壅,yang
热客膀胱,yang
热毒,yang
热毒较轻,yang
热气与痰水相搏,yang
热泻是指因热迫大肠所引起。亦名“火泻”。,yang
热病伤阴,yang
热痢,yang
热痢宜清,yang
热等邪气乘虚而入,yang
燥,yang
燥咳是病名。是因肺虚液少或燥邪伤肺所致的咳嗽。其证咳嗽痰少,yang
